ccid,r-time,r-time-decode,r-sts,r-val,r-spcl-val,gps-act,header,sim-operator,buffer,log-byte,driver_license_full,car_v,gsm_csq,gps-hdop,sattel,gps_speed,acc-on,ovr-spd,SOS-on,m-batt-low,m-batt-zro,turn-right,turn-left,crash-off,HA-off,HD-off,HC-off,gps-dist,lat,long,heading,imei,dvice-s/n,fw_ver,fuel-typ,fuel-lv,temper01,temper02
8966052503402407997F,21/12/2025 15:27,27:33.9,32,31,44944,A,undefined,D,2,,,28200,30,52,36,0,1,0,0,0,0,0,0,1,1,1,1,14242.6,13.066691,100.902596,147,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2145,0,0
8966052503402407997F,21/12/2025 15:27,27:33.9,31,41517,50833,A,undefined,D,1,,,28200,30,52,36,6,1,0,0,0,0,0,0,1,1,1,1,14242.6,13.066691,100.902596,143,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2145,0,0
8966052503402407997F,21/12/2025 15:27,27:33.9,32,31,44943,A,undefined,D,0,,,28300,30,53,35,0,1,0,0,0,0,0,0,1,1,1,1,14242.6,13.066841,100.902488,145,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2145,0,0
8966052503402407997F,21/12/2025 15:27,27:08.8,50,31,44926,A,7E,D,1,,,28200,30,50,36,0,1,0,0,0,0,0,0,1,1,1,1,14242.6,13.066841,100.902488,0,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2146,0,0
8966052503402407997F,21/12/2025 15:26,27:09.9,50,31,44898,A,undefined,D,0,,,28200,30,3,31,0,1,0,0,0,0,0,0,1,1,1,1,14242.6,13.066841,100.902488,0,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2145,0,0
8966052503402407997F,21/12/2025 15:26,26:08.9,50,31,44871,A,7E,D,0,,,28300,30,57,32,0,1,0,0,0,0,0,0,1,1,1,1,14242.6,13.066841,100.902488,0,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2146,0,0
8966052503402407997F,21/12/2025 15:25,25:39.3,50,31,44844,A,7E,D,0,,,28300,28,49,36,0,1,0,0,0,0,0,0,1,1,1,1,14242.6,13.066841,100.902488,0,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2146,0,0
8966052503402407997F,21/12/2025 15:25,25:19.0,31,41516,50714,A,7E,D,0,,,28200,28,49,37,2,1,0,0,0,0,0,0,1,1,1,1,14242.6,13.066841,100.902488,148,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2145,0,0
8966052503402407997F,21/12/2025 15:25,25:14.6,32,31,44825,A,7E,D,2,,,28200,31,54,34,0,1,0,0,0,0,0,0,1,1,1,1,14242.6,13.066911,100.902443,150,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2145,0,0
8966052503402407997F,21/12/2025 15:25,25:14.9,31,41513,50709,A,undefined,D,1,,,28200,31,56,33,6,1,0,0,0,0,0,0,1,1,1,1,14242.6,13.066911,100.902443,147,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2145,0,0
8966052503402407997F,21/12/2025 15:25,25:14.8,32,31,44823,A,undefined,D,0,,,28200,31,3,32,0,1,0,0,0,0,0,0,1,1,1,1,14242.6,13.067031,100.90237,149,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2145,0,0
8966052503402407997F,21/12/2025 15:25,25:08.9,50,31,44820,A,7E,D,0,,,28200,31,3,32,0,1,0,0,0,0,0,0,1,1,1,1,14242.6,13.067031,100.90237,148,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2145,0,0
8966052503402407997F,21/12/2025 15:25,25:05.7,31,41512,50703,A,7E,D,0,,,28200,31,54,35,7,1,0,0,0,0,0,0,1,1,1,1,14242.6,13.067031,100.90237,152,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2145,0,0
8966052503402407997F,21/12/2025 15:25,25:03.4,32,31,44818,A,7E,D,0,,,28200,31,57,33,0,1,0,0,0,0,0,0,1,1,1,1,14242.6,13.06711,100.90232,147,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2145,0,0
8966052503402407997F,21/12/2025 15:25,25:01.7,31,41510,50699,A,7E,D,0,,,28200,31,3,33,9,1,0,0,0,0,0,0,1,1,1,1,14242.6,13.06711,100.90232,150,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2146,0,0
8966052503402407997F,21/12/2025 15:24,24:55.5,32,31,44816,A,7E,D,1,,,28200,31,3,31,0,1,0,0,0,0,0,0,1,1,1,1,14242.6,13.06735,100.902176,147,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2146,0,0
8966052503402407997F,21/12/2025 15:24,24:56.9,31,41504,50688,A,undefined,D,0,,,28200,31,53,32,7,1,0,0,0,0,0,0,1,1,1,1,14242.6,13.06735,100.902176,148,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2146,0,0
8966052503402407997F,21/12/2025 15:24,24:47.6,32,31,44811,A,7E,D,0,,,28200,31,51,34,0,1,0,0,0,0,0,0,1,1,1,1,14242.6,13.067455,100.902111,148,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2146,0,0
8966052503402407997F,21/12/2025 15:24,24:42.4,31,41502,50682,A,7E,D,0,,,28200,31,49,37,6,1,0,0,0,0,0,0,1,1,1,1,14242.6,13.067455,100.902111,150,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2146,0,0
8966052503402407997F,21/12/2025 15:24,24:41.7,32,31,44807,A,7E,D,0,,,28200,31,49,37,0,1,0,0,0,0,0,0,1,1,1,1,14242.6,13.06753,100.902066,149,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2146,0,0
8966052503402407997F,21/12/2025 15:24,24:38.8,50,31,44804,A,7E,D,0,,,28200,31,54,34,0,1,0,0,0,0,0,0,1,1,1,1,14242.6,13.06753,100.902066,155,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2145,0,0
8966052503402407997F,21/12/2025 15:24,24:08.7,50,31,44777,A,7E,D,0,,,28200,31,53,35,0,1,0,0,0,0,0,0,1,1,1,1,14242.6,13.06753,100.902066,0,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2146,0,0
8966052503402407997F,21/12/2025 15:23,23:38.6,50,31,44750,A,7E,D,0,,,28200,31,56,31,0,1,0,0,0,0,0,0,1,1,1,1,14242.6,13.06753,100.902066,0,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2145,0,0
8966052503402407997F,21/12/2025 15:23,23:08.9,50,31,44722,A,7E,D,0,,,28200,31,53,34,0,1,0,0,0,0,0,0,1,1,1,1,14242.6,13.06753,100.902066,0,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2145,0,0
8966052503402407997F,21/12/2025 15:22,22:38.7,50,31,44695,A,7E,D,0,,,28200,31,54,32,0,1,0,0,0,0,0,0,1,1,1,1,14242.6,13.06753,100.902066,0,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2146,0,0
8966052503402407997F,21/12/2025 15:22,22:08.5,50,31,44668,A,7E,D,0,,,28200,31,49,37,0,1,0,0,0,0,0,0,1,1,1,1,14242.6,13.06753,100.902066,0,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2146,0,0
8966052503402407997F,21/12/2025 15:21,21:38.8,50,31,44641,A,7E,D,0,,,28200,31,52,34,0,1,0,0,0,0,0,0,1,1,1,1,14242.6,13.06753,100.902066,0,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2145,0,0
8966052503402407997F,21/12/2025 15:21,21:27.7,31,41501,50505,A,7E,D,0,,,28200,31,2,37,6,1,0,0,0,0,0,0,1,1,1,1,14242.6,13.06753,100.902066,151,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2145,0,0
8966052503402407997F,21/12/2025 15:21,21:26.7,32,31,44631,A,7E,D,0,,,28200,31,2,37,0,1,0,0,0,0,0,0,1,1,1,1,14242.6,13.067621,100.90201,149,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2145,0,0
8966052503402407997F,21/12/2025 15:21,21:21.5,31,41500,50499,A,7E,D,0,,,28200,31,49,36,7,1,0,0,0,0,0,0,1,1,1,1,14242.6,13.067621,100.90201,149,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2146,0,0
8966052503402407997F,21/12/2025 15:21,21:20.3,32,31,44626,A,7E,D,0,,,28200,31,50,35,0,1,0,0,0,0,0,0,1,1,1,1,14242.6,13.067685,100.90197,149,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2146,0,0
8966052503402407997F,21/12/2025 15:21,21:17.3,31,41499,50496,A,7E,D,0,,,28100,31,50,35,6,1,0,0,0,0,0,0,1,1,1,1,14242.6,13.067685,100.90197,147,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2146,0,0
8966052503402407997F,21/12/2025 15:21,21:15.6,32,31,44624,A,7E,D,0,,,28200,31,50,35,0,1,0,0,0,0,0,0,1,1,1,1,14242.6,13.067761,100.901925,150,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2146,0,0
8966052503402407997F,21/12/2025 15:21,21:12.6,31,41497,50491,A,7E,D,0,,,28200,31,52,35,7,1,0,0,0,0,0,0,1,1,1,1,14242.6,13.067761,100.901925,151,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2146,0,0
8966052503402407997F,21/12/2025 15:21,21:11.8,32,31,44621,A,7E,D,2,,,28200,31,52,35,0,1,0,0,0,0,0,0,1,1,1,1,14242.6,13.067805,100.901898,149,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2146,0,0
8966052503402407997F,21/12/2025 15:21,21:10.4,31,41496,50489,A,7E,D,2,,,28200,31,52,35,11,1,0,0,0,0,0,0,1,1,1,1,14242.6,13.067805,100.901898,149,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2146,0,0
8966052503402407997F,21/12/2025 15:21,21:10.9,30,41454,50487,A,undefined,D,1,,,28200,31,52,34,11,1,0,0,0,0,0,0,1,1,1,1,14242.6,13.06783,100.901881,150,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2146,0,0
8966052503402407997F,21/12/2025 15:20,20:38.6,30,41454,50460,A,7E,D,0,,,28200,31,2,38,9,1,0,0,0,0,0,0,1,1,1,1,14242.4,13.068763,100.901263,147,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2146,0,0
8966052503402407997F,21/12/2025 15:20,20:28.7,30,41454,50451,A,7E,D,1,,,28200,31,2,36,6,1,0,0,0,0,0,0,1,1,1,1,14242.4,13.068905,100.901283,211,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2146,0,0
8966052503402407997F,21/12/2025 15:20,20:29.8,32,31,44620,A,undefined,D,0,,,28100,31,48,36,0,1,0,0,0,0,0,0,1,1,1,1,14242.4,13.069018,100.901398,231,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2146,0,0
8966052503402407997F,21/12/2025 15:20,21:10.8,31,41454,50446,A,undefined,D,0,,,28200,31,49,35,7,1,0,0,0,0,0,0,1,1,1,1,14242.4,13.069018,100.901398,231,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2145,0,0
8966052503402407997F,21/12/2025 15:20,20:21.0,30,41452,50444,A,7E,D,0,,,28200,31,48,37,6,1,0,0,0,0,0,0,1,1,1,1,14242.4,13.06903,100.901415,234,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2145,0,0
8966052503402407997F,21/12/2025 15:20,20:20.5,32,31,44619,A,7E,D,0,,,28200,31,50,35,0,1,0,0,0,0,0,0,1,1,1,1,14242.4,13.069073,100.901465,231,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2145,0,0
8966052503402407997F,21/12/2025 15:20,20:17.6,31,41452,50441,A,7E,D,0,,,28200,31,48,36,6,1,0,0,0,0,0,0,1,1,1,1,14242.4,13.069073,100.901465,232,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2145,0,0
8966052503402407997F,21/12/2025 15:20,20:13.5,32,31,44616,A,7E,D,0,,,28200,31,2,38,0,1,0,0,0,0,0,0,1,1,1,1,14242.4,13.069143,100.90153,220,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2145,0,0
8966052503402407997F,21/12/2025 15:20,20:11.4,31,41448,50436,A,7E,D,0,,,28200,31,2,38,6,1,0,0,0,0,0,0,1,1,1,1,14242.4,13.069143,100.90153,206,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2145,0,0
8966052503402407997F,21/12/2025 15:20,20:09.6,32,31,44615,A,7E,D,0,,,28200,31,48,36,0,1,0,0,0,0,0,0,1,1,1,1,14242.4,13.069258,100.901535,186,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2145,0,0
8966052503402407997F,21/12/2025 15:20,20:05.8,31,41446,50430,A,7E,D,2,,,28200,31,2,38,7,1,0,0,0,0,0,0,1,1,1,1,14242.4,13.069258,100.901535,155,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2145,0,0
8966052503402407997F,21/12/2025 15:20,20:04.7,32,31,44611,A,7E,D,2,,,28200,31,2,37,0,1,0,0,0,0,0,0,1,1,1,1,14242.4,13.069316,100.901513,155,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2145,0,0
8966052503402407997F,21/12/2025 15:20,20:05.9,31,41445,50428,A,undefined,D,1,,,28100,31,2,37,7,1,0,0,0,0,0,0,1,1,1,1,14242.4,13.069316,100.901513,158,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2145,0,0
8966052503402407997F,21/12/2025 15:19,20:05.9,32,31,44610,A,undefined,D,0,,,28200,31,2,37,0,1,0,0,0,0,0,0,1,1,1,1,14242.4,13.069525,100.901685,181,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2146,0,0
8966052503402407997F,21/12/2025 15:19,19:50.6,50,31,44601,A,7E,D,1,,,28100,31,2,37,0,1,0,0,0,0,0,0,1,1,1,1,14242.4,13.069525,100.901685,237,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2146,0,0
8966052503402407997F,21/12/2025 15:19,19:48.6,31,41443,50415,A,7E,D,0,,,28200,31,2,37,6,1,0,0,0,0,0,0,1,1,1,1,14242.4,13.069525,100.901685,245,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2146,0,0
8966052503402407997F,21/12/2025 15:19,19:47.4,32,31,44599,A,7E,D,0,,,28100,31,2,37,0,1,0,0,0,0,0,0,1,1,1,1,14242.4,13.069561,100.901768,242,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2146,0,0
8966052503402407997F,21/12/2025 15:19,19:43.5,31,41442,50410,A,7E,D,0,,,28100,31,2,37,6,1,0,0,0,0,0,0,1,1,1,1,14242.4,13.069561,100.901768,248,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2146,0,0
8966052503402407997F,21/12/2025 15:19,19:42.5,32,31,44595,A,7E,D,0,,,28100,31,2,37,0,1,0,0,0,0,0,0,1,1,1,1,14242.4,13.06961,100.901883,249,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2146,0,0
8966052503402407997F,21/12/2025 15:19,19:35.4,31,41441,50403,A,7E,D,0,,,28100,31,2,37,4,1,0,0,0,0,0,0,1,1,1,1,14242.4,13.06961,100.901883,243,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2145,0,0
8966052503402407997F,21/12/2025 15:19,19:33.7,32,31,44589,A,7E,D,0,,,28100,31,49,35,0,1,0,0,0,0,0,0,1,1,1,1,14242.4,13.069636,100.901923,0,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2145,0,0
8966052503402407997F,21/12/2025 15:19,19:20.8,50,31,44578,A,7E,D,1,,,25200,31,48,36,0,1,0,0,0,0,0,0,1,1,1,1,14242.4,13.069636,100.901923,0,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2145,0,0
8966052503402407997F,21/12/2025 15:19,19:20.6,34,0,44578,A,7E,D,1,,,25200,31,48,36,0,0,0,0,0,0,0,0,1,1,1,1,14242.4,13.069636,100.901923,0,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2145,0,0
8966052503402407997F,21/12/2025 15:19,19:49.8,31,41439,50390,A,undefined,D,1,,,25200,31,48,36,0,0,0,0,0,0,0,0,1,1,1,1,14242.4,13.069636,100.901923,0,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2145,0,0
8966052503402407997F,21/12/2025 15:19,19:20.7,30,34,50390,A,7E,D,1,,,25200,31,48,36,0,0,0,0,0,0,0,0,1,1,1,1,14242.4,13.069636,100.901923,0,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2145,0,0
8966052503402407997F,21/12/2025 15:18,19:21.8,50,33,44555,A,undefined,D,0,,,25200,31,2,38,0,0,0,0,0,0,0,0,1,1,1,1,14242.4,13.069636,100.901923,0,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2145,0,0
8966052503402407997F,21/12/2025 15:16,16:55.3,50,33,44446,A,7E,D,1,,,25300,25,2,36,0,0,0,0,0,0,0,0,1,1,1,1,14242.4,13.069636,100.901923,0,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2146,0,0
8966052503402407997F,21/12/2025 15:14,16:55.9,50,33,44337,A,undefined,D,0,,,25200,31,2,38,0,0,0,0,0,0,0,0,1,1,1,1,14242.4,13.069636,100.901923,0,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2146,0,0
8966052503402407997F,21/12/2025 15:12,12:55.5,50,33,44228,A,7E,D,1,,,25200,31,2,38,0,0,0,0,0,0,0,0,1,1,1,1,14242.4,13.069636,100.901923,0,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2145,0,0
8966052503402407997F,21/12/2025 15:10,12:55.8,50,33,44119,A,undefined,D,0,,,25200,31,2,38,0,0,0,0,0,0,0,0,1,1,1,1,14242.4,13.069636,100.901923,0,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2145,0,0
8966052503402407997F,21/12/2025 15:08,08:55.4,50,33,44010,A,7E,D,0,,,25200,31,2,38,0,0,0,0,0,0,0,0,1,1,1,1,14242.4,13.069636,100.901923,0,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2145,0,0
8966052503402407997F,21/12/2025 15:06,06:55.2,50,33,43901,A,7E,D,0,,,25300,31,2,38,0,0,0,0,0,0,0,0,1,1,1,1,14242.4,13.069636,100.901923,0,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2146,0,0
8966052503402407997F,21/12/2025 15:04,04:55.1,50,33,43792,A,7E,D,0,,,25300,31,2,38,0,0,0,0,0,0,0,0,1,1,1,1,14242.4,13.069636,100.901923,0,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2146,0,0
8966052503402407997F,21/12/2025 15:02,02:55.3,50,33,43683,A,7E,D,0,,,25300,31,2,39,0,0,0,0,0,0,0,0,1,1,1,1,14242.4,13.069636,100.901923,0,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2145,0,0
8966052503402407997F,21/12/2025 15:00,00:55.4,50,33,43574,A,7E,D,0,,,25300,30,2,38,0,0,0,0,0,0,0,0,1,1,1,1,14242.4,13.069636,100.901923,0,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2145,0,0
8966052503402407997F,21/12/2025 14:58,58:55.2,50,33,43465,A,7E,D,0,,,25300,29,2,39,0,0,0,0,0,0,0,0,1,1,1,1,14242.4,13.069636,100.901923,0,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2145,0,0
8966052503402407997F,21/12/2025 14:56,56:55.4,50,33,43356,A,7E,D,0,,,25300,28,2,39,0,0,0,0,0,0,0,0,1,1,1,1,14242.4,13.069636,100.901923,0,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2146,0,0
8966052503402407997F,21/12/2025 14:54,54:55.4,50,33,43247,A,7E,D,1,,,25300,28,2,37,0,0,0,0,0,0,0,0,1,1,1,1,14242.4,13.069636,100.901923,0,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2146,0,0
8966052503402407997F,21/12/2025 14:52,54:55.9,50,33,43138,A,undefined,D,0,,,25300,28,2,39,0,0,0,0,0,0,0,0,1,1,1,1,14242.4,13.069636,100.901923,0,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2145,0,0
8966052503402407997F,21/12/2025 14:50,50:55.3,50,33,43029,A,7E,D,1,,,25300,28,2,40,0,0,0,0,0,0,0,0,1,1,1,1,14242.4,13.069636,100.901923,0,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2145,0,0
8966052503402407997F,21/12/2025 14:48,50:56.0,50,33,42920,A,undefined,D,0,,,25300,28,2,40,0,0,0,0,0,0,0,0,1,1,1,1,14242.4,13.069636,100.901923,0,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2145,0,0
8966052503402407997F,21/12/2025 14:46,46:54.9,50,33,42811,A,7E,D,0,,,25300,28,2,41,0,0,0,0,0,0,0,0,1,1,1,1,14242.4,13.069636,100.901923,0,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2146,0,0
8966052503402407997F,21/12/2025 14:44,44:55.0,50,33,42702,A,7E,D,0,,,25300,28,2,40,0,0,0,0,0,0,0,0,1,1,1,1,14242.4,13.069636,100.901923,0,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2146,0,0
8966052503402407997F,21/12/2025 14:42,42:55.1,50,33,42593,A,7E,D,0,,,25300,28,2,39,0,0,0,0,0,0,0,0,1,1,1,1,14242.4,13.069636,100.901923,0,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2145,0,0
8966052503402407997F,21/12/2025 14:40,40:55.2,50,33,42484,A,7E,D,0,,,25300,27,2,41,0,0,0,0,0,0,0,0,1,1,1,1,14242.4,13.069636,100.901923,0,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2145,0,0
8966052503402407997F,21/12/2025 14:38,38:55.2,50,33,42375,A,7E,D,0,,,25300,28,2,40,0,0,0,0,0,0,0,0,1,1,1,1,14242.4,13.069636,100.901923,0,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2146,0,0
8966052503402407997F,21/12/2025 14:36,36:54.9,50,33,42267,A,7E,D,0,,,25300,28,2,40,0,0,0,0,0,0,0,0,1,1,1,1,14242.4,13.069636,100.901923,0,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2146,0,0
8966052503402407997F,21/12/2025 14:34,34:54.9,50,33,42158,A,7E,D,0,,,25300,28,2,40,0,0,0,0,0,0,0,0,1,1,1,1,14242.4,13.069636,100.901923,0,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2146,0,0
8966052503402407997F,21/12/2025 14:32,32:55.2,50,33,42049,A,7E,D,0,,,25300,28,2,39,0,0,0,0,0,0,0,0,1,1,1,1,14242.4,13.069636,100.901923,0,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2145,0,0
8966052503402407997F,21/12/2025 14:30,30:54.7,50,33,41940,A,7E,D,0,,,25400,28,2,40,0,0,0,0,0,0,0,0,1,1,1,1,14242.4,13.069636,100.901923,0,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2145,0,0
8966052503402407997F,21/12/2025 14:28,28:54.8,50,33,41831,A,7E,D,0,,,25400,28,2,39,0,0,0,0,0,0,0,0,1,1,1,1,14242.4,13.069636,100.901923,0,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2145,0,0
8966052503402407997F,21/12/2025 14:27,27:10.0,50,33,41735,A,7E,D,0,,,25500,27,2,39,0,0,0,0,0,0,0,0,1,1,1,1,14242.4,13.069636,100.901923,0,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2145,0,0
8966052503402407997F,21/12/2025 14:26,26:55.0,50,33,41722,A,7E,D,1,,,25500,27,2,39,0,0,0,0,0,0,0,0,1,1,1,1,14242.4,13.069636,100.901923,0,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2146,0,0
8966052503402407997F,21/12/2025 14:24,26:55.9,50,33,41613,A,undefined,D,0,,,25500,29,2,39,0,0,0,0,0,0,0,0,1,1,1,1,14242.4,13.069636,100.901923,0,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2146,0,0
8966052503402407997F,21/12/2025 14:22,22:54.8,50,33,41504,A,7E,D,7,,,25700,28,2,38,0,0,0,0,0,0,0,0,1,1,1,1,14242.4,13.069636,100.901923,0,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2145,0,0
8966052503402407997F,21/12/2025 14:20,22:56.0,50,33,41395,A,undefined,D,4,,,26400,27,41,40,0,0,0,0,0,0,0,0,1,1,1,1,14242.4,13.069636,100.901923,0,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2145,0,0
8966052503402407997F,21/12/2025 14:20,22:56.0,33,50,50390,A,undefined,D,4,,,26400,27,41,40,0,1,0,0,0,0,0,0,1,1,1,1,14242.4,13.069636,100.901923,0,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2145,0,0
8966052503402407997F,21/12/2025 14:20,22:55.9,32,31,41395,A,undefined,D,4,,,26400,27,41,40,0,1,0,0,0,0,0,0,1,1,1,1,14242.4,13.069636,100.901923,0,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2145,0,0
8966052503402407997F,21/12/2025 14:20,22:55.1,50,31,41376,A,undefined,D,0,,,25800,29,41,41,0,1,0,0,0,0,0,0,1,1,1,1,14242.4,13.069636,100.901923,0,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2146,0,0
8966052503402407997F,21/12/2025 14:20,22:55.0,34,0,41376,A,undefined,D,0,,,25800,29,41,41,0,0,0,0,0,0,0,0,1,1,1,1,14242.4,13.069636,100.901923,0,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2146,0,0
8966052503402407997F,21/12/2025 14:20,22:55.1,31,41439,50371,A,undefined,D,0,,,25800,29,41,41,0,0,0,0,0,0,0,0,1,1,1,1,14242.4,13.069636,100.901923,0,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2146,0,0
8966052503402407997F,21/12/2025 14:20,22:55.1,30,34,50371,A,undefined,D,0,,,25800,29,41,41,0,0,0,0,0,0,0,0,1,1,1,1,14242.4,13.069636,100.901923,0,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2146,0,0
8966052503402407997F,21/12/2025 14:19,19:48.3,50,33,41334,A,7E,D,0,,,26000,29,41,41,0,0,0,0,0,0,0,0,1,1,1,1,14242.4,13.069636,100.901923,0,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2146,0,0
8966052503402407997F,21/12/2025 14:17,17:48.7,50,33,41226,A,7E,D,0,,,26000,29,41,41,0,0,0,0,0,0,0,0,1,1,1,1,14242.4,13.069636,100.901923,0,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2146,0,0
8966052503402407997F,21/12/2025 14:15,15:48.1,50,33,41117,A,7E,D,1,,,26100,29,2,40,0,0,0,0,0,0,0,0,1,1,1,1,14242.4,13.069636,100.901923,0,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2145,0,0
8966052503402407997F,21/12/2025 14:13,15:49.0,50,33,41008,A,undefined,D,0,,,26200,28,41,41,0,0,0,0,0,0,0,0,1,1,1,1,14242.4,13.069636,100.901923,0,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2145,0,0
8966052503402407997F,21/12/2025 14:11,11:48.4,50,33,40899,A,7E,D,0,,,26400,24,41,40,0,0,0,0,0,0,0,0,1,1,1,1,14242.4,13.069636,100.901923,0,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,2146,0,0
